"id","recclass","mass","fall","year","reclat","reclong"
1,"L5",21,"Fell",1880,50.775,6.08333
2,"H6",720,"Fell",1951,56.18333,10.23333
6,"EH4",107000,"Fell",1952,54.21667,-113
10,"Acapulcoite",1914,"Fell",1976,16.88333,-99.9
370,"L6",780,"Fell",1902,-33.16667,-64.95
379,"EH4",4239,"Fell",1919,32.1,71.8
390,"LL3-6",910,"Fell",1949,44.83333,95.16667
392,"H5",30000,"Fell",1814,44.21667,0.61667
398,"L6",1620,"Fell",1930,-31.6,-65.23333
417,"L",1440,"Fell",1920,-30.86667,-64.55
423,"Diogenite-pm",1000,"Fell",1974,16.39806,-9.57028
424,"L6",24000,"Fell",1925,19.08333,8.38333
426,"L6",779,"Fell",1949,29.51667,35.05
427,"H4",1800,"Fell",1838,29.71667,77.95
432,"H",3000,"Fell",1959,8.91667,8.43333
433,"Iron, IVA",50000,"Fell",1981,39.91667,42.81667
446,"CR2-an",160,"Fell",1957,24.41667,39.51667
447,"LL5",700,"Fell",2001,13.66033,28.96
448,"CI1",6000,"Fell",1806,44.11667,4.08333
453,"L/LL4",2000,"Fell",1766,44.65,11.01667
454,"L",625,"Fell",1949,2,22.66667
458,"Eucrite-mmict",252,"Fell",2002,45.82133,6.01533
461,"LL5",700,"Fell",1835,51.78333,-1.78333
462,"L6",3200,"Fell",1873,36.23333,37.13333
463,"H5",908,"Fell",1860,44.88333,8.75
465,"H4",9251,"Fell",1900,50.95,31.81667
466,"L6",228000,"Fell",1883,45.26667,10.15
2276,"H5",32000,"Fell",1899,42.53333,-85.88333
2278,"CV3",2e+06,"Fell",1969,26.96667,-105.31667
48915,"Ureilite-an",3950,"Fell",2008,20.74575,32.41275
2284,"LL5",6000,"Fell",1977,35.27333,44.21556
2290,"H5",6400,"Fell",1895,27.66667,78.25
2294,"Stone-uncl",2700,"Fell",1880,26.58333,85.56667
2295,"L6",3200,"Fell",1898,44.61667,-70.75
2296,"L3",600,"Fell",1969,48.7,37.5
2298,"H6",17900,"Fell",1939,20.88333,76.86667
2302,"Angrite",1500,"Fell",1869,-22.96667,-44.31667
2304,"H4",6500,"Fell",1942,9.53333,39.71667
2305,"H5",2500,"Fell",1971,25.15,105.18333
2313,"L6",320,"Fell",1984,40.81056,140.78556
2318,"LL6",15000,"Fell",1914,53.58333,-2.71667
2320,"L6",3200,"Fell",1803,43.86667,5.38333
2325,"H5",810,"Fell",1954,-33,-66
2329,"H6",5070,"Fell",1932,38.5,-94.3
2340,"H5",7450,"Fell",1950,-31.41667,-60.66667
2345,"H6",41,"Fell",1805,42.45,9.03333
48954,"L6",9500,"Fell",2009,31.805,-97.01
2346,"L6",1300,"Fell",1923,52.05,0.3
2353,"H5",2000,"Fell",1886,43.03333,12.55
4883,"L4",1280,"Fell",1920,25.25417,80.625
4884,"L6",94.2,"Fell",1896,20.06667,-103.66667
4885,"LL6",265,"Fell",1933,34.75,-87
4888,"L6",1384.2,"Fell",1945,34.31667,-96.15
4893,"Aubrite",800,"Fell",1836,44.38333,5.16667
4899,"L6",50000,"Fell",1865,36.16667,3.66667
4900,"L6",2000,"Fell",1842,44.33333,3.23333
4903,"L5",50000,"Fell",1858,43.08333,0.58333
4905,"H4",9330,"Fell",1952,-21.46028,-49.95083
4906,"Iron, IIAB",1230,"Fell",1908,46,13.5
4907,"H",146,"Fell",1855,25,-103.5
4910,"L4",134,"Fell",1968,2.71667,32.83333
4913,"L6",2830,"Fell",1938,36.8,-108
4917,"L6",18000,"Fell",1814,48.6,38
4922,"Iron, IAB-sLL",10322,"Fell",1934,28.48333,78.5
4925,"L4",3700,"Fell",1929,35.96667,-82.48333
4926,"L6",345,"Fell",1922,34.5,-88.66667
4928,"CV3",1000,"Fell",1907,5.38333,16.38333
4934,"Iron, ungrouped",16700,"Fell",1993,16.66667,101.18333
4935,"LL6",11500,"Fell",1871,-6.91667,107.6
4936,"L6",15000,"Fell",1892,27.7,76.33333
4937,"L5",14,"Fell",1913,30.4,78.2
4938,"CM2",629,"Fell",1933,-6.33333,106
4942,"H5",6400,"Fell",1790,43.95,-0.05
4946,"Mesosiderite-A1",3200,"Fell",1842,42.38333,-2.5
4947,"H5",23.2,"Fell",1904,52.73333,84.08333
4948,"LL4",17,"Fell",1886,52,9.1
4949,"L6",4500,"Fell",1910,31.61667,76.8
4954,"L5",44000,"Fell",1965,52.56528,-1.33972
44876,"H5",29560,"Fell",2006,15.78333,-5.9
4957,"L5",15500,"Fell",1994,52.03333,20.93583
4974,"H4",21000,"Fell",1892,45.41667,-98.31667
4975,"L6",86000,"Fell",1902,38.25,-83.75
56133,"L6",2900,"Fell",2012,40.66813,-117.18913
4976,"LL5",1557,"Fell",1989,11.08333,-0.18333
4977,"L6",611,"Fell",1916,36.75,-93.5
4984,"H5",16000,"Fell",1929,39.8,-101.2
4986,"H5",14000,"Fell",1893,51.16667,-117.33333
4993,"H5",794,"Fell",1949,53.01667,-4.1
5005,"C2-ung",375,"Fell",1961,33.6,-96.46667
5011,"LL4",3700,"Fell",1798,25.36667,82.91667
30443,"LL6",25000,"Fell",2004,32.25,-8.15
5018,"L6",19000,"Fell",2001,32.86667,10.8
5021,"H6",1770.5,"Fell",1938,39.08333,-89.15
5023,"H6",3880,"Fell",1943,-26.16667,28.41667
5024,"LL6",45000,"Fell",2002,30,-7
5026,"LL6",2840,"Fell",1949,45.95,-67.55
48975,"L6",270,"Fell",2008,-31.91,-58.32833
5028,"Eucrite-mmict",18000,"Fell",1924,11.65,-3.65
5029,"L6",1440,"Fell",1811,41.68333,-3.8
47355,"Eucrite-mmict",960,"Fell",2004,40.30583,-105.02325
5032,"H",13.9,"Fell",1859,42.53333,-73.83333
5034,"L5",2000,"Fell",1859,43.21667,-0.23333
5035,"LL3.8",1100,"Fell",1921,33.88333,35.5
5037,"L6",18,"Fell",1877,20.88333,74.83333
36591,"LL6",678,"Fell",2002,26.50833,73.11528
5039,"L6",100,"Fell",1893,20.83333,71.46667
5040,"LL3-6",1047,"Fell",1940,22.68333,90.65
5041,"Howardite",2500,"Fell",1905,22.08333,86.9
5042,"Eucrite-pmict",4000,"Fell",1827,53.1,23.2
5043,"H4",1900,"Fell",1887,50.13333,27.16667
5045,"Diogenite",25000,"Fell",1999,12.45,-0.08333
5051,"H5",488.1,"Fell",1984,-33.15639,115.67639
5056,"H4",560,"Fell",1923,13.76667,5.3
5059,"Aubrite",6000,"Fell",1843,34.16667,-80.28333
5060,"LL3.15",1039,"Fell",1895,25.38333,82.6
5063,"H6",1850,"Fell",1796,49.78333,30.16667
5064,"L/LL4",330000,"Fell",1899,60.4,25.8
5065,"L5",705,"Fell",1941,40.91667,-78.08333
5068,"L5",2381,"Fell",1906,36.83333,-97.33333
5071,"L6",5100,"Fell",1909,31.83333,-98.83333
5072,"H6",470,"Fell",1833,49.36667,16.63333
5076,"LL6",67.8,"Fell",1938,40.48,-89.00417
5090,"LL3.9",7500,"Fell",1977,33.83333,115.83333
5093,"L6",56,"Fell",1804,23,-102
5097,"Iron, IAB-MG",8800,"Fell",1962,12.5,0.7
5098,"Iron, IIAB",256000,"Fell",1916,44.55,131.63333
5110,"LL6",1676,"Fell",1808,44.86667,10.05
5111,"L6",8600,"Fell",1894,21.95,78.03333
5112,"CM2",1342,"Fell",1930,54.23333,52.48333
5113,"L5",7000,"Fell",1852,48.15,24.28333
5114,"H5",500,"Fell",1812,55.46667,35.86667
5117,"L4",614,"Fell",1823,51.33333,33.88333
57168,"L6",190,"Fell",2003,17.71067,-11.3715
57167,"L6",3599,"Fell",2011,17.17493,-11.34133
5121,"L3",5460,"Fell",1969,54.56667,-6.33333
5128,"L",762,"Fell",1886,40.5,-80.08333
5133,"Iron, IIAB",39000,"Fell",1847,50.6,16.3
5134,"H5",1500,"Fell",1956,50.66694,8.18361
5135,"H/L3.9",7250,"Fell",1855,53.4,9.1
5140,"Eucrite-pmict",219,"Fell",1933,52.13333,59.31667
5156,"L6",303000,"Fell",1960,53.9,-112.88333
30448,"CV3",5300,"Fell",2001,39.77978,64.60035
48653,"Eucrite",324,"Fell",2007,-31.35,129.19
5165,"Howardite",357,"Fell",1942,10.01667,9.58333
5169,"H5",120000,"Fell",1919,5,48
5175,"H4-an",1504,"Fell",1990,37.62194,-82.23722
5177,"L6",25000,"Fell",1946,40.2,29.23333
5178,"L6",5000,"Fell",1863,46.45,25.78333
5181,"Aubrite",1500,"Fell",1852,26.78333,82.83333
5183,"H6",29000,"Fell",1861,27.08333,84.08333
48654,"H4",41000,"Fell",2008,52.996,-109.84817
5185,"L/LL6",25000,"Fell",1870,37.98333,-1.16667
5186,"Iron, IIIAB",48500,"Fell",1886,35.5,-93.5
5187,"OC",212,"Fell",1919,43.83889,20.33333
45976,"H/L4",478,"Fell",2007,3.405,-76.51
5200,"Stone-uncl",2400,"Fell",1916,11.75,122.33333
5249,"L5",23680,"Fell",1991,-7.03333,-40.16667
5250,"L6",4000,"Fell",1964,39.8,26.6
5251,"H4",945,"Fell",1861,41.25,1.66667
5252,"H5",34000,"Fell",1866,43.38333,-5.15
5253,"H6",1400,"Fell",1973,38.47028,-105.24139
5260,"H6",2300,"Fell",1846,37.26667,-89.58333
5264,"H6",750,"Fell",1934,-30.88333,-64.55
45817,"H4-5",342,"Fell",2007,-16.66444,-69.04389
5265,"LL6",8,"Fell",1902,38.5,27
5291,"H5",7300,"Fell",1874,36.08333,-78.06667
5293,"L6",94,"Fell",1848,44.38333,-68.75
5295,"Stone-uncl",15000,"Fell",1583,39.8,16.2
5296,"OC",1360,"Fell",1810,36.5,-79.25
5306,"L3.7",1025,"Fell",1988,26.46667,-105.23333
5307,"H5",45.6,"Fell",1956,43.2,-96.91667
5308,"H5",6460,"Fell",1840,45.08333,8.3
5313,"L6",3700,"Fell",1998,28.53333,109.31667
5314,"H6",0.5,"Fell",1814,25.36667,81.66667
5315,"LL3.4",8200,"Fell",1907,25.85,83.48333
5316,"L5",18300,"Fell",1933,-30.78333,-58.05
5320,"L5",8800,"Fell",1838,20.26667,76.01667
5321,"L6",1100,"Fell",1885,27.28333,79.05
5322,"H5",1810,"Fell",1977,29.08333,111.75
5325,"L6",31500,"Fell",1812,46.68333,1.05
5328,"Iron, IVA",4300,"Fell",1835,36.16667,-87.33333
5329,"H6",27000,"Fell",1810,47.93333,1.56667
5330,"H6",12000,"Fell",1834,29.48333,75.5
5331,"Martian (chassignite)",4000,"Fell",1815,47.71667,5.36667
5332,"L6",30000,"Fell",1841,47.93333,2.91667
5334,"Howardite",2945,"Fell",1925,41.93333,-7.46667
5338,"H4",2936,"Fell",1988,-3.66667,32.5
57165,"LL5",1e+05,"Fell",2013,54.81667,61.11667
47347,"H5",1e+05,"Fell",2007,23.69639,-5.01472
5339,"H4",6000,"Fell",1964,53.7,30.1
5340,"LL6",8400,"Fell",1933,35.03333,-81.88333
5341,"L5",705,"Fell",1901,46.55,6.81667
5342,"Eucrite-mmict",1700,"Fell",1939,50.83333,34
5344,"Stone-uncl",72,"Fell",1880,14.5,76.5
5345,"H6",367,"Fell",1981,17.9,101.63333
5349,"LL6",303,"Fell",1938,40.93333,-79.73333
5355,"Iron, IIIAB",3920,"Fell",1988,-10.05944,33.395
5357,"L6",4000,"Fell",1978,47.47083,0.97667
5364,"L5",1600,"Fell",1979,-6.95,108.1
5374,"L6",1455,"Fell",1984,32.1025,-81.87278
5395,"L6",104000,"Fell",1917,44.9,-90.28333
5397,"CM2",5200,"Fell",1838,-33.13333,19.38333
5401,"L6",469,"Fell",1994,43.76111,-84.50778
5403,"H5",5000,"Fell",1890,42.53333,12.61667
5418,"H4",20350,"Fell",1965,-19.85,-47.55
5451,"H5",1200,"Fell",1844,21.16667,-100.86667
5465,"L6",1460,"Fell",1917,10.2,76.26667
5470,"CM2",78.4,"Fell",1936,35.95,-97.58333
5474,"H5",3650,"Fell",1877,-27.7,27.3
5476,"H5",167,"Fell",1892,35.63333,-78.13333
5477,"L5",4255,"Fell",1902,54.61667,-6.21667
5496,"Aubrite",17000,"Fell",1919,36.83333,-84.35
5500,"L/LL4",6000,"Fell",1877,38.4,-84.25
5504,"LL6",18000,"Fell",1981,35.61667,8.83333
5511,"L6",5650,"Fell",1878,26.91667,83.96667
5513,"EL6",1064,"Fell",1868,-28.2,24.56667
5514,"L6",2000,"Fell",1868,34.4,-87.06667
6603,"H5",100,"Fell",1804,49.86667,8.65
6604,"H5",7000,"Fell",1998,41.98444,59.685
51559,"L5",6580,"Fell",2008,-1.87089,-79.95756
6621,"H6",340,"Fell",1887,43,-80
6634,"L6",28,"Fell",1829,40.25,-74
6642,"L5",0.8,"Fell",1897,28.56667,77.25
6649,"L6",16400,"Fell",1911,51.46667,84.76667
6660,"L6",230,"Fell",1967,39.7825,-104.93056
6664,"H5",12500,"Fell",2001,26.68333,93.86667
6693,"H6",25400,"Fell",1962,25.73333,73.61667
6694,"H3.8",12000,"Fell",2001,19,81
6696,"L6",1140,"Fell",1994,24.225,76.525
6698,"H3.8",45000,"Fell",1976,22.37778,71.42722
6699,"OC",1800,"Fell",1848,14.88333,75.6
7640,"LL6",32000,"Fell",1860,32.23333,76.46667
47350,"H3-5",3396,"Fell",2007,37.35172,27.32997
7642,"L6",1000,"Fell",1906,-33.75,18.56667
7649,"H4",400,"Fell",1957,-31.88333,-60.46667
7652,"H6",166000,"Fell",1884,-7.5,111.5
7656,"H",3950,"Fell",1961,12.73333,15.05
7657,"H5-6",10000,"Fell",1999,36.95,9.55
7658,"H5",3840,"Fell",1903,23.5,90.33333
7659,"L6",1600,"Fell",1864,50.75,25.3
7661,"L5",438,"Fell",1907,40,29
7706,"Mesosiderite",128800,"Fell",1995,45.5,119.03333
7707,"H6",230,"Fell",1899,21.86667,82.45
7708,"LL6",5500,"Fell",1970,32.91667,120.78333
7718,"H5-7",3891,"Fell",1805,51.2,112.3
7722,"L6",1250,"Fell",1962,13.05,3.16667
7723,"LL6",1161,"Fell",1932,32.33333,-6.3
7725,"Stone-uncl",642,"Fell",1976,-13.66667,33.91667
7728,"L6",5000,"Fell",1827,36.4,-86.5
7731,"H6",47700,"Fell",1939,42.52,-82.26
7736,"L3-6",1900,"Fell",1951,42.45833,18.44167
7743,"L6",30,"Fell",1999,-31.66667,152.83333
7745,"H5",2270,"Fell",1865,52.55,-8.03333
7750,"L6",13200,"Fell",1815,30.3,76.63333
7752,"L6",577,"Fell",1853,-4,39.5
7754,"L6",2117,"Fell",1943,33.43333,127.26667
7755,"H4-6",3230,"Fell",1970,-27.2,31.31667
7757,"Ureilite",300,"Fell",1872,26.25,82
7758,"Mesosiderite-A1",188,"Fell",1933,-3,151
7760,"EL6",10000,"Fell",1947,40.78167,-96.47167
7774,"H5",2400,"Fell",1961,-17.3,15.83333
7775,"H5",3000,"Fell",1785,48.9,11.21667
7776,"H4",3336,"Fell",1939,56.03333,13
7777,"H6",840,"Fell",1916,28.26667,78.78333
7807,"L6",10000,"Fell",1989,34.41667,3.25
45977,"H5",17226,"Fell",1977,25.37,-97.37
7819,"L6",5000,"Fell",1993,19.96722,-103.05167
7822,"LL6",680.5,"Fell",1998,39.24667,-104.58817
7823,"Iron, IID",107000,"Fell",1399,50.18333,12.73333
7824,"L5",54640,"Fell",1951,47.83333,37.66667
10019,"Diogenite",1470,"Fell",1925,51.75,4
10033,"Eucrite-mmict",127,"Fell",1900,-29.46667,151.61667
10038,"H5",8000,"Fell",1974,30.3,109.5
10039,"LL6",127000,"Fell",1491,47.86667,7.35
10041,"H5",277,"Fell",1822,48.18333,6.46667
10042,"CM2",113,"Fell",1940,19.03333,81.89167
10043,"Howardite",107.2,"Fell",1911,40.3,44.5
10044,"L5",20000,"Fell",1889,1.16667,44.16667
10049,"H6",2250,"Fell",1812,52.21667,11.25
10051,"L6",1500,"Fell",1837,46.25,-1.1
10055,"C2-ung",500,"Fell",1957,2.88333,30.83333
10059,"Mesosiderite-A3/4",320000,"Fell",1879,43.41667,-94.83333
10074,"L5",89400,"Fell",1890,39.75,-97.03333
10075,"H4",56000,"Fell",1934,35.55,-77.53333
10078,"H5",1500,"Fell",1844,44.38333,2.81667
10079,"H4",2360,"Fell",1934,36.05,-94.16667
10080,"H4",380,"Fell",1875,36.88333,8.45
10081,"CO3.3",3200,"Fell",1900,32.53333,-87.16667
10086,"H5",82,"Fell",1924,34.6,116.75
10088,"OC",220,"Fell",1889,36.1,-81.41667
10091,"H3-5",10200,"Fell",1996,43.18111,13.75333
10107,"L6",17600,"Fell",1894,47.81667,-96.85
10111,"H3",3640,"Fell",1922,30.83333,-97.76667
10119,"H5",152000,"Fell",1890,43.25,-93.66667
10120,"H4",26000,"Fell",1942,-33.35,146.85833
10123,"L6",6067,"Fell",1924,36.78333,-78.08333
10163,"H6",240,"Fell",1900,50.95,7.31667
10164,"L6",16300,"Fell",1829,33.01667,-83.96667
10177,"Howardite",650,"Fell",1868,34.48333,-87.83333
52412,"L5",23000,"Fell",1945,31.47556,113.56694
10836,"L5",11620,"Fell",1882,33.18333,130.2
10839,"L6",4000,"Fell",1822,25.95,80.81667
10840,"Stone-uncl",2500,"Fell",1977,32.9,115.9
10846,"H6",132.7,"Fell",1826,44.3,0.4
10848,"LL6",36.1,"Fell",1952,7.05,12.43333
10849,"EH3/4-an",28,"Fell",1952,7.05,12.43333
10850,"H4",5000,"Fell",1995,51.68333,30.78333
10851,"L6",6400,"Fell",1897,27.35,68.53333
10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333
10861,"Diogenite-pm",102,"Fell",1950,41.68333,-112.13333
44882,"L6",4162,"Fell",1984,12.85,11.03333
10870,"H5",725,"Fell",1950,12.91667,11.91667
10914,"L6",14290,"Fell",1909,35.53333,136.88333
10917,"L6",18000,"Fell",1853,37.31667,13.56667
10919,"L6",480,"Fell",1947,9.6,9.91667
10923,"L/LL5",670,"Fell",1990,52.2,6.86667
10924,"H5-6",1303,"Fell",1939,-7.25,107.7
10926,"H4",152000,"Fell",1918,57.35,37.61667
10930,"L6",767,"Fell",1991,52.45972,-0.3
10936,"H5",1750,"Fell",1879,50.66667,16.76667
10948,"H6",1600,"Fell",1865,24.23333,89.05
10949,"H3.7",3618,"Fell",1974,48.28333,38.08333
10956,"L6",9000,"Fell",1964,42.9,2.25
11196,"L5",45.5,"Fell",1976,60.66667,11
50911,"H5",215,"Fell",2009,43.2,-79.61667
11206,"CV3",3500,"Fell",1861,43.66667,45.38333
11207,"H5",10500,"Fell",1837,49.26667,18.71667
11208,"L6",8000,"Fell",1881,46.35,30.58333
11426,"H4",1000,"Fell",1841,51.93333,15.5
11429,"H5",690,"Fell",1910,52.86667,16.63333
11432,"H6",22000,"Fell",1932,-33,-58.61667
11435,"H5",2910,"Fell",1996,39.80417,122.76389
11437,"L6",1900,"Fell",1980,37.1,118.4
11439,"H6",39000,"Fell",1892,38.73333,-6.01667
11440,"Stone-uncl",1915,"Fell",1891,43.76667,20.23333
11442,"L5",288,"Fell",1972,13.5,-0.68333
11443,"LL5",968,"Fell",1949,9.91667,13.98333
11448,"H5",2449,"Fell",1982,22.98333,76.05
11449,"CBa",1e+05,"Fell",1984,11.49167,11.65833
11450,"H5",5700,"Fell",1904,42.9,24.7
11464,"L6",28,"Fell",1814,13.78333,78.56667
11465,"H4/5",34650,"Fell",1981,9.36667,42.41667
11466,"H3/4",1000,"Fell",1851,51.91667,8.38333
11467,"OC",1320,"Fell",1930,35,127.5
11468,"H?",0.2,"Fell",1817,35.65,139.33333
11472,"H3-6",9000,"Fell",1934,50.31667,3.73333
11479,"L3.4",1456,"Fell",1944,57.81667,16.23333
11485,"LL4",3710,"Fell",1959,41.38333,-86.6
11824,"Eucrite-mmict",1000,"Fell",1878,26.8,82.53333
11829,"CM2",315,"Fell",1921,28.38333,75.78333
11830,"L6",8360,"Fell",1961,32.675,-94.51167
11842,"L6",680,"Fell",1859,38.25,-86.16667
11848,"H4",1110.6,"Fell",1910,35.2945,136.70033
11852,"Iron, IAB-sHL",1250,"Fell",1890,28.95,0.81667
11855,"Stone-uncl",29000,"Fell",1628,51.65,-1.51667
11859,"Ureilite",1544,"Fell",1971,60.24556,22.06194
11869,"H5",3500,"Fell",1922,55.46667,13.78333
11870,"L3.7-6",6100,"Fell",1910,27.33333,35.66667
11875,"H5",1000,"Fell",1857,10,-84.1
11878,"H5",20000,"Fell",1869,59.85,17.66667
11883,"H5",750,"Fell",1897,33.6,130.43333
11884,"L6",4500,"Fell",1804,55.9,-4.23333
11889,"H5",414,"Fell",2003,34.45,132.38333
44714,"H6",167.7,"Fell",2003,1.345,31.47278
11893,"L4",305.5,"Fell",1954,64.43333,21.2
11894,"L/LL6",220000,"Fell",1912,34.9,-110.18333
11895,"Stone-uncl",1415,"Fell",1923,9.06667,38.41667
11901,"L5",230000,"Fell",1875,41.8,-91.86667
11904,"L5",2420,"Fell",1825,21.3,-157.86667
11913,"L6",180,"Fell",1956,35.66667,115.5
11915,"OC",266.1,"Fell",1963,39.35,-100.45
11916,"Iron, IID",49000,"Fell",1751,46.1,16.33333
54719,"H5",1600,"Fell",2010,26.46469,106.63241
11986,"H6",112,"Fell",1877,50.3,8.91667
11989,"EL6",14000,"Fell",1901,61.18333,22.68333
11992,"Diogenite",2000,"Fell",1870,52.28333,7.7
11993,"Eucrite-mmict",2500,"Fell",1957,-20,-45
11995,"H6",3973,"Fell",1936,58.2,82.93333
12000,"H5",3457,"Fell",1956,-32.1,28.33333
12003,"H5",1200,"Fell",1977,-23.2,-51.83333
12004,"H6",7330,"Fell",1975,-6.03333,145.36667
12027,"EH4",27000,"Fell",1891,39.75,46.66667
12028,"L6",880,"Fell",1917,39.08333,-94.4
12037,"L6",3000,"Fell",1963,41,112
12039,"L5",4576,"Fell",1977,53.415,-111.3375
12043,"H6",7000,"Fell",1972,-25.5,-54.5
12049,"H",1300,"Fell",1954,-8.93333,33.8
12053,"H5",3050,"Fell",1928,-31.18333,-57.95
12056,"H5",2024,"Fell",1879,-3.4,-44.33333
12058,"EH7-an",4720,"Fell",1990,26.59083,-12.95217
12063,"CI1",704.5,"Fell",1938,-8.41667,32.43333
12065,"L6",48000,"Fell",1903,-32.5,21.9
12067,"EL6",973,"Fell",1926,26.75,68.41667
12069,"Iron",1967,"Fell",1621,31,75
12072,"H6",22,"Fell",1866,18.75,75.33333
12074,"L6",20500,"Fell",1979,39.7,105.8
12078,"LL6",34000,"Fell",1889,43.83333,20.44167
51589,"L6",3667,"Fell",2009,46.42137,14.05217
12085,"L5",5900,"Fell",1873,31.3,72.38333
12086,"H5",222,"Fell",1964,31.91667,104.91667
12087,"Iron, IIIAB",6e+05,"Fell",1890,30.80833,109.5
12171,"H5",4e+06,"Fell",1976,44.05,126.16667
47362,"L5",100,"Fell",2006,22.68,70.31333
12173,"Howardite",30,"Fell",1877,55.7,24.4
12198,"Diogenite",40300,"Fell",1924,40.35,-104.9
12199,"LL6",483,"Fell",1974,-11.85,15.83333
12202,"Eucrite-mmict",5000,"Fell",1819,45.43333,-0.45
12203,"H5",1e+05,"Fell",1997,35.5,115.41667
12207,"H6",680,"Fell",1876,12.85,76.8
12209,"L6",32490,"Fell",1984,-7.71667,111.2
12210,"L6",950,"Fell",1976,35.2,118.8
12213,"Iron, IIIAB",25250,"Fell",1968,38.74028,-7.27
12214,"Eucrite-mmict",91000,"Fell",1821,44.71667,4.3
12218,"CV3",3000,"Fell",1857,47.35,21.3
12220,"H4",13400,"Fell",1971,11.85,8.21667
12221,"H6",89,"Fell",1822,27.08333,78.33333
12222,"H5",230,"Fell",1838,27.25,79.96667
12227,"L6",1900,"Fell",1908,49.86667,30.83333
12228,"CR2",2000,"Fell",1980,15,48.3
12229,"CO3.2",2e+05,"Fell",1937,55.43333,53.25
12230,"K3",350,"Fell",1890,12.38333,78.51667
12231,"L6",577,"Fell",1858,45.13333,21.66667
12232,"H4",950,"Fell",1951,-6.83333,29.5
12236,"L6",4500,"Fell",1879,17.83333,73.98333
12238,"L6",2770,"Fell",1942,26.03333,81.46667
12240,"H5",448,"Fell",1913,36.04167,139.95667
12241,"L6",1293,"Fell",1902,14.18333,75.8
12243,"L6",299,"Fell",1959,31.6,65.78333
12245,"H5",1630,"Fell",1908,-7,115.5
12246,"H5",400,"Fell",1897,32.08333,76.3
12251,"Howardite",11355,"Fell",1942,4.7,33.63333
47357,"L5/6",1600,"Fell",2004,20.33916,73.22329
12253,"L6",3500,"Fell",1937,42.45,73.36667
12256,"LL6",3000,"Fell",1840,47.21667,81.01667
12258,"LL6",2220,"Fell",1963,-3.5,35.58333
12260,"L6",180,"Fell",1949,12.9,7.15
12262,"L6",22000,"Fell",1905,27.8,67.16667
12263,"L6",2950,"Fell",1955,31.58333,71.6
12264,"CK4",41730,"Fell",1930,-35.08333,139.91667
12266,"H",710,"Fell",1938,35.36667,136.76667
30740,"H4",16820,"Fell",2003,29.58333,77.58333
35465,"L6",1500,"Fell",1999,11.33333,10.08333
47351,"Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333
12268,"Iron, IIIAB",85000,"Fell",1961,39.26333,31.78
12270,"L4",3300,"Fell",1940,-7.75,112.01667
53654,"L4",5760,"Fell",2008,36.54194,29.41822
12275,"L4",6937,"Fell",1939,29.45,-96
12276,"H4-5",6669.2,"Fell",2003,20.4625,86.70278
12282,"H5",5000,"Fell",1874,48.4,-3.3
12284,"H6",80000,"Fell",1869,48.11667,-3.08333
12286,"H4",135000,"Fell",1850,38.98333,141.61667
12288,"EL6",13600,"Fell",1873,29.53333,72.3
12289,"LL5",3698,"Fell",1932,25.55,83.11667
12291,"L6",1500,"Fell",1787,50.625,35.075
12294,"L6",450,"Fell",1860,26.95,77.88333
12296,"H6",100,"Fell",1867,28.01667,75.81667
12297,"L5",6109,"Fell",1929,56.75,75.33333
12298,"L3.6",9700,"Fell",1910,25.1,81.53333
12299,"Aubrite",3200,"Fell",1932,16,36
12300,"H6",1e+05,"Fell",1983,14,28
12301,"L6",737.6,"Fell",1962,54.4,10.15
12303,"H5",1500,"Fell",1970,16.58333,-11.33333
12305,"Stone-uncl",331,"Fell",1906,36.85,138.38333
12306,"H6",195,"Fell",1809,55,34
12307,"LL6",19000,"Fell",2002,12.76667,9.8
12308,"H5",772,"Fell",1911,43.58333,-89.6
12309,"H6",140,"Fell",1844,54.66667,-7.66667
12316,"H6",67.4,"Fell",1967,11.63333,24.68333
12321,"Eucrite-mmict",97.7,"Fell",1906,30.75,-95.95
12325,"L6",1550,"Fell",1914,48.16667,22.30833
12326,"L6",202.6,"Fell",1998,43.38333,-80.38333
12332,"H6",3250,"Fell",1843,51.6,10.8
12335,"L/LL5",5e+05,"Fell",1866,48.9,22.4
12336,"CK4",136,"Fell",1999,34.73333,135.16667
12342,"L6",11510,"Fell",1986,34.3,133.95
12343,"Iron",238,"Fell",1926,35.73333,139.75
12344,"LL5",90,"Fell",1931,42.51667,26.16667
53810,"H5",4300,"Fell",2010,48.76367,21.17633
12353,"LL5",16500,"Fell",1869,49.32694,7.46472
12355,"L6",2440,"Fell",1829,54.03333,40.9
12357,"H5",4000,"Fell",1946,54.33333,56.08333
12363,"OC",845.2,"Fell",1906,56.8,77
12364,"LL3.2",50000,"Fell",1946,47.83333,30.76667
12368,"L6",2250,"Fell",1938,51.15,31.7
12369,"L5",453.6,"Fell",1961,30.73111,66.80222
12370,"L6",6000,"Fell",1811,50.75,33.5
12373,"H6",3719,"Fell",1906,41.11667,45
12377,"L6",2e+05,"Fell",1949,55.78333,61.36667
12379,"H5",1100000,"Fell",1998,42.25,59.2
12381,"OC",4460,"Fell",1920,37.05,138.38333
12382,"L6",5,"Fell",1860,29.68333,78.38333
12383,"H5",23,"Fell",1977,44.51667,39.3
12384,"L6",45000,"Fell",1914,10.83333,76.03333
