"id","recclass","mass","fall","year","reclat","reclong"
6538,"CO3",3522,"Found",1999,27.17433,15.9205
6539,"Ureilite-pmict",2106,"Found",2000,27.02583,16.36583
6540,"H5",30000,"Found",1986,29.6425,11.73222
6541,"L4",4000,"Found",1986,29.865,11.69167
6543,"H5",1470,"Found",1986,29.865,11.69167
6544,"L6",500,"Found",1986,29.59806,11.94028
6547,"H4",1270,"Found",1986,29.57889,11.74944
6550,"H3",2600,"Found",1986,29.50639,11.49861
6551,"H4",250,"Found",1986,29.46556,11.43333
6552,"H5",352,"Found",1986,29.59722,11.74167
6553,"L6",395,"Found",1986,29.59806,11.74167
6554,"H4",2100,"Found",1986,29.56306,12.03083
6559,"H5",355,"Found",1986,29.61056,12.10778
6560,"H5",2800,"Found",1986,29.64778,11.74694
6561,"H5",777,"Found",1986,29.61778,11.77361
6564,"H5",1539,"Found",1986,29.63139,11.76194
6566,"L6",770,"Found",1986,29.51139,11.99111
6567,"LL4-6",453,"Found",1986,29.43833,11.87833
6568,"LL4-6",280,"Found",1986,29.48111,12.14056
6569,"H4",700,"Found",1986,29.41917,12.125
6570,"L6",292,"Found",1986,29.26806,11.70528
6571,"L5/6",215,"Found",1986,29.66472,11.77639
6572,"H4",226,"Found",1986,29.41278,11.95333
6573,"H4",85,"Found",1986,29.62667,11.69389
6574,"H6",417,"Found",1986,29.37806,11.88667
6575,"L5/6",2300,"Found",1986,29.50944,11.80611
6577,"H5",570,"Found",1986,29.58333,11.78333
6578,"L4",418,"Found",1986,29.58333,11.78333
6579,"H5",231,"Found",1986,29.58333,11.78333
6580,"H3",304,"Found",1986,29.50639,11.49861
6583,"H5",405,"Found",1986,29.62889,11.78778
6584,"H5",242,"Found",1986,29.60028,12.23889
6585,"L6",234,"Found",1986,29.32806,11.78222
6586,"H4",483,"Found",1986,29.30222,11.91639
6587,"LL6",151,"Found",1986,29.30444,11.90722
6588,"H6",475,"Found",1986,29.36306,11.99667
6589,"H4",313,"Found",1986,29.53333,12.26667
6590,"H5",278,"Found",1986,29.63333,11.73333
6591,"H5",341,"Found",1986,29.58333,11.78333
6592,"H4",228,"Found",1986,29.58333,11.78333
6594,"H5",244,"Found",1986,29.58333,11.78333
6596,"L4",94,"Found",1986,29.58333,11.78333
6598,"H4",374,"Found",1986,29.58333,11.78333
6599,"L6",657,"Found",1986,29.61667,11.75
6600,"H6",3354,"Found",2000,29.64528,11.66472
6601,"H5",4553,"Found",2000,29.62778,11.7025
6602,"Iron, IIC",11200,"Found",1984,51.41667,51.96667
6605,"L6",134.1,"Found",2001,-75.68139,155.45306
6606,"CK4",26.7,"Found",1992,-75.31667,162
6607,"LL5",108.7,"Found",1992,-75.31667,162
6608,"LL3.6",58.8,"Found",1992,-75.31667,162
6609,"H5",7.3,"Found",1992,-75.31667,162
6610,"H6",4.7,"Found",1992,-75.31667,162
6611,"L6",0.9,"Found",1992,-75.31667,162
6612,"LL3.6",1.6,"Found",1992,-75.31667,162
6613,"L6",5,"Found",1992,-75.31667,162
6614,"Chondrite-fusion crust",1.7,"Found",1992,-75.31667,162
6615,"Iron, IIIAB",689000,"Found",1903,30.75,-104.25
6616,"L4",50600,"Found",1940,29.1,-97.6
6617,"H4",3770,"Found",1981,29.00833,-97.70556
6618,"H6",7682,"Found",1981,34.86,-102.12
6619,"H4/5",257.6,"Found",1981,34.86,-102.12
6620,"Iron, IAB-sLH",26300,"Found",1892,39.75,-84.16667
6622,"Iron, ungrouped",20930,"Found",1960,-29.38333,23.1
6623,"H",566,"Found",1969,39.59167,-94.92194
6624,"L6",12700,"Found",1940,39.85,-102.95
6625,"Chondrite-ung",109.5,"Found",1978,-30.88333,128.96667
6626,"H4",4.5,"Found",1978,-30.88333,128.975
6627,"H5",82.6,"Found",1986,-30.88333,128.66667
6628,"H4",127.9,"Found",1986,-30.47,128.745
6629,"H5",77,"Found",1989,-30.53333,128.56667
6630,"H4/5",274,"Found",1989,-30.58333,128.66667
6631,"H6",1060,"Found",1989,-30.16667,128.66667
6632,"H5",61.4,"Found",1989,-30.66667,129.01667
6633,"H5",150,"Found",1991,-30.73333,128.91667
55718,"Eucrite-mmict",438,"Found",1988,-30.573,128.56367
6635,"H5",9260,"Found",1977,-30.43333,-64.2
6636,"Iron, IAB-MG",28000,"Found",1932,-30.18333,23.26667
6637,"Iron, ungrouped",11500,"Found",1846,36.5,-79.75
6638,"Iron, ungrouped",280,"Found",1866,-33.5,-70.5
6639,"Iron, IIF",3596,"Found",1965,29.36667,-100.96667
6640,"L4",8346,"Found",1972,35.28333,-93.5
6641,"Iron, IIIAB-an",27700,"Found",1904,-37,149.03333
6643,"Iron",76,"Found",1865,36.91667,3.91667
6645,"L4",1244.7,"Found",1968,34.08333,-103.525
6646,"OC",548,"Found",1968,34.09,-103.61167
6647,"L5",885,"Found",1977,34.05,-103.63333
6648,"H5",276,"Found",1969,34.05,-103.55
55792,"H5",784,"Found",2009,32.22548,-107.90459
6650,"H3.8",243.5,"Found",1976,39.06667,58.86667
6652,"CV3",30,"Found",1991,-30.6,130.06667
6653,"H5",53,"Found",1991,-30.60867,130.08017
6654,"L6",113,"Found",1991,-30.60217,129.96667
6656,"L6",37200,"Found",1879,39.65,-99.68333
6657,"H6",11300,"Found",1950,39.56583,-99.64722
6659,"Iron, IIIAB",5400,"Found",1856,33,-97
6661,"Iron, ungrouped",26100,"Found",1975,33.07139,-102.80028
6662,"Iron, IAB-sLL",15000,"Found",1926,33.51667,-95.3
6663,"H4",604,"Found",1944,33.51667,-95.3
6665,"Iron, ungrouped",1500,"Found",1924,50.71667,10.11667
6666,"Iron, IIAB",10000,"Found",2000,-80.06667,156.38333
6667,"Iron, IIAB",2689.4,"Found",2000,-80.06667,156.38333
6668,"Iron, IIAB",63000,"Found",1988,-80.06667,156.38333
6669,"Iron, IIAB",4000,"Found",1988,-80.06667,156.38333
6670,"Iron, IIAB",1700,"Found",1988,-80.06667,156.38333
6671,"Iron, IIAB",416,"Found",1988,-80.06667,156.38333
6672,"Iron, IIAB",662,"Found",1988,-80.06667,156.38333
6673,"Iron, IIAB",110,"Found",1988,-80.06667,156.38333
6674,"Iron, IIAB",76,"Found",1988,-80.06667,156.38333
6675,"Iron, IIAB",292,"Found",1988,-80.06667,156.38333
6676,"Iron, IIAB",1797,"Found",1988,-80.06667,156.38333
6677,"Iron, IIAB",15200,"Found",1978,-80.06667,156.38333
6678,"Iron, IIAB",7188,"Found",1978,-80.06667,156.38333
6679,"Iron, IIAB",144.2,"Found",1978,-80.06667,156.38333
6680,"Iron, IIAB",133.6,"Found",1978,-80.06667,156.38333
6681,"Iron, IIAB",18600,"Found",1978,-80.06667,156.38333
6682,"Iron, IIAB",389.3,"Found",1978,-80.06667,156.38333
6683,"Iron, IIAB",11800,"Found",1978,-80.06667,156.38333
6684,"Iron, IIAB",59400,"Found",1978,-80.06667,156.38333
6685,"Iron, IIAB",138100,"Found",1978,-80.06667,156.38333
6687,"Iron, IIAB",31800,"Found",1978,-80.06667,156.38333
6688,"Iron, IIAB",26000,"Found",1978,-80.06667,156.38333
6689,"Iron, IIAB",10600,"Found",1978,-80.06667,156.38333
6690,"Iron, IIAB",2250,"Found",1978,-80.06667,156.38333
6691,"Iron, IIAB",1260,"Found",1978,-80.06667,156.38333
6692,"Iron, IIAB",750,"Found",1978,-80.06667,156.38333
48655,"H4/5",11.3,"Found",2007,32.319,-111.077
6695,"L6",34.7,"Found",1999,35.65917,-115.37283
6697,"Iron, IIIAB",1724,"Found",1889,33.81667,-97
6700,"L6",46,"Found",1999,18.165,54.08333
6701,"L5",36,"Found",1999,18.16667,54.085
6702,"H4",65,"Found",1999,18.20167,54.13667
6703,"H5",163,"Found",1999,18.42833,54.05333
6704,"L6",125500,"Found",2000,18.16667,54.16667
6705,"L5",364.5,"Found",1999,18.13167,54.10833
6706,"Eucrite-cm",21270,"Found",1999,18.335,54.18167
6707,"L3.3",2200,"Found",1999,18.34167,54.18833
6708,"L6",2102,"Found",1999,18.28167,54.11
6709,"H6",3527.6,"Found",1999,18.33833,54.19833
6710,"LL7",150,"Found",1999,18.345,54.19833
6711,"L4",4472,"Found",2000,18.35833,54.23333
6712,"H4",1070,"Found",2000,18.36667,54.23667
6713,"LL7",414,"Found",2000,18.24333,54.14167
6714,"CK3",184,"Found",2000,18.64333,54.43
6715,"H4",22,"Found",2000,18.99333,54.415
6716,"H4",1736,"Found",2000,18.16,54.13833
6717,"Howardite",833,"Found",2000,18.30167,54.15333
6718,"Martian (shergottite)",1056,"Found",2000,18.315,54.14833
6719,"H4/5",256000,"Found",2000,19.03333,54.51667
6720,"H5/6",2534,"Found",2000,18.15333,54.17833
6721,"H3.9",110,"Found",2000,19.02833,54.49167
6722,"H5",118,"Found",2000,19.075,54.5
6723,"H3.9",164,"Found",2000,19.06167,54.55333
6724,"Lunar (anorth)",751,"Found",2000,18.40333,54.15167
6725,"Lunar (anorth)",148,"Found",2000,18.22667,54.11167
6726,"L6",623,"Found",1999,19.26333,54.72067
6727,"H5-6",34,"Found",1999,18.07583,54.06717
6728,"H6",2792,"Found",1999,19.1005,54.8235
6729,"H6",255,"Found",1999,19.115,54.8235
6730,"L6",444,"Found",1999,19.11917,54.81
6731,"L6",4002,"Found",1999,19.122,54.79467
6732,"L5",218,"Found",1999,19.16933,54.70317
6733,"H5",61,"Found",1999,19.23717,54.49
6734,"H6",326,"Found",1999,19.16333,54.63667
6735,"L6",1587,"Found",1999,19.1275,54.8145
6736,"H5",1024,"Found",1999,19.11733,54.79683
6737,"H5",126,"Found",1999,19.11167,54.8195
6738,"H6",111,"Found",1999,19.115,54.82367
6739,"H6",147,"Found",1999,19.11833,54.82783
6740,"H5",2356,"Found",1999,19.10067,54.82
6741,"L6",148,"Found",1999,19.102,54.81867
6742,"H5",1491,"Found",1999,19.10533,54.81283
6743,"L5",784,"Found",1999,19.11933,54.795
6744,"H6",264,"Found",1999,19.129,54.78617
6745,"H4",1177,"Found",1999,19.1575,54.81967
6746,"L5/6",102,"Found",1999,19.22183,54.69267
6747,"H5",203,"Found",1999,19.1495,54.7555
6748,"L4/5",2164,"Found",1999,19.176,54.84533
6749,"L5",300,"Found",1999,19.176,54.87683
6750,"L5",67,"Found",1999,19.167,54.86633
6751,"L6",108,"Found",1999,19.15633,54.82417
6752,"H5",90,"Found",1999,19.21083,54.7195
6753,"H4",985,"Found",1999,19.14217,54.78683
6754,"Eucrite",235,"Found",1999,19.14767,54.77633
6755,"H6",37,"Found",1999,19.14783,54.77517
6756,"L6",4588,"Found",1999,19.16217,54.7665
6757,"H4",8852,"Found",1999,19.17067,54.75967
6758,"L6",495,"Found",1999,19.20183,54.7385
6759,"H5",33,"Found",1999,19.1275,54.83567
6760,"L5",186,"Found",1999,19.17817,54.875
6761,"L4/5",275,"Found",1999,19.17833,54.874
6762,"H5",160,"Found",1999,19.17867,54.87417
6763,"H6",14,"Found",1999,19.13517,54.8565
6764,"H5",565,"Found",1999,19.11717,54.826
6765,"H5/6",1001,"Found",1999,19.18467,54.6725
6766,"H4",229,"Found",1999,19.18217,54.6445
6767,"L6",250,"Found",1999,19.19467,54.58133
6768,"H4",10083,"Found",1999,19.15867,54.731
6769,"L6",89,"Found",1999,19.16633,54.74333
6770,"L6",135,"Found",1999,19.15367,54.85367
6771,"H5",112,"Found",1999,19.15733,54.8665
6772,"H5",161,"Found",1999,19.14867,54.84733
6773,"H4",2005,"Found",1999,19.16717,54.781
6774,"H5/6",70,"Found",1999,19.10633,54.81883
6775,"H6",2876,"Found",1999,19.21767,54.56733
6776,"H4",580,"Found",1999,19.16017,54.8035
6777,"H6",68,"Found",1999,19.16717,54.78867
6778,"H3",130,"Found",1999,19.18367,54.75317
6779,"H4",112,"Found",1999,19.2375,54.72
6780,"Lunar (anorth)",174,"Found",1999,19.322,54.78267
6781,"H6",90,"Found",1999,19.20517,54.55767
6782,"L4",192,"Found",1999,19.2465,54.66783
6783,"L6",38,"Found",1999,19.26583,54.69767
6784,"H4",78,"Found",1999,19.21233,54.8475
6785,"H4",664,"Found",1999,19.23233,54.81117
6786,"L6",340,"Found",1999,19.29467,54.71117
6787,"L6",36,"Found",1999,19.304,54.6955
6788,"H6",152,"Found",1999,19.22367,54.811
6789,"H4",690,"Found",1999,18.26117,54.32483
6790,"H5",946,"Found",1999,18.32967,54.4805
6791,"L6",54,"Found",1999,18.6395,54.54
6792,"L6",220,"Found",1999,18.6425,54.542
6793,"L5",4395,"Found",1999,18.665,54.56667
6794,"H3",1095,"Found",1999,18.67917,54.58783
6795,"L5",640,"Found",1999,18.66517,54.5635
6796,"H4",44,"Found",1999,18.73683,54.51133
6797,"H5",1185,"Found",1999,18.755,54.50833
6798,"L5",504,"Found",1999,18.857,54.48533
6799,"L5",2551,"Found",1999,18.90967,54.4765
6800,"H4",527.35,"Found",1998,18.48778,54.18085
6801,"L6",606.97,"Found",1998,18.55577,54.00077
6802,"L6",61.82,"Found",2001,18.55905,54.09825
6803,"H5",7.61,"Found",2001,18.92655,54.2624
6804,"H3",113.68,"Found",2001,19.0448,54.50738
6805,"H3",35.37,"Found",2001,19.06285,54.49708
6806,"L6",155.67,"Found",2002,18.54293,54.00107
6807,"L4",87.77,"Found",2003,18.5453,54.02017
6808,"L5",76.45,"Found",2002,18.54872,54.02702
6809,"L4",334.23,"Found",2003,18.5539,54.01315
6810,"L6",386,"Found",1999,18.9225,54.4745
6811,"H4",2298.4,"Found",2002,18.55417,54.00253
6812,"L3",292.8,"Found",2002,18.55478,54.04272
6813,"L6",144.87,"Found",2002,18.55492,54.0293
6814,"L4",194.05,"Found",2003,18.5552,54.01572
6815,"L4",298.27,"Found",2002,18.55673,54.00083
6816,"EH4",63.53,"Found",2002,18.55907,54.08162
6817,"L5",125.21,"Found",2003,18.55942,54.04513
6818,"H4",273.3,"Found",2002,19.17203,54.79462
6819,"H5",506,"Found",2001,18.71522,54.37633
6820,"H5/6",194,"Found",2001,18.72603,54.37865
6821,"L6",394,"Found",1999,18.92967,54.47117
6822,"H6",105,"Found",2001,18.73693,54.47907
6823,"L3",61,"Found",2001,18.73293,54.58742
6824,"H(L)3-an",271,"Found",2001,19.24968,54.65495
6825,"L(LL)3",69.7,"Found",2001,19.28813,54.52832
6826,"H5/6",1173,"Found",2002,19.30618,54.49478
6827,"L6",39,"Found",2002,19.30875,54.50178
6828,"H6",10500,"Found",2003,18.65952,54.2463
6829,"H5/6",14944,"Found",2003,18.66003,54.24553
6830,"L5",183.1,"Found",2003,18.65695,54.23873
6831,"H5",2516.2,"Found",2003,18.39818,54.07842
6832,"L4",188,"Found",1999,18.97917,54.4645
6833,"H5",281.1,"Found",2003,19.33263,54.77822
6834,"L5",492.6,"Found",2003,19.33503,54.79092
6835,"L4/5",81.1,"Found",2003,18.4285,54.17082
6836,"H6",67.8,"Found",2003,18.73963,54.26533
6837,"L6",489.8,"Found",2003,19.31025,54.75487
6838,"H(L)3",420.1,"Found",2003,18.69942,54.2651
6839,"LL6",61.5,"Found",2003,19.33615,54.7916
6840,"H5/6",26.4,"Found",2003,19.30088,54.63938
6841,"L6",886.2,"Found",2003,19.30455,54.63157
6842,"H6",296,"Found",2000,18.33045,54.5268
6843,"L6",654,"Found",1999,19.29467,54.71317
6844,"H5",361,"Found",2000,18.7864,54.62955
6845,"H6",215,"Found",2000,18.86395,54.64277
6846,"H6",332,"Found",2000,18.93868,54.74035
6847,"H4/5",205,"Found",2000,18.91903,54.71077
6848,"L5/6",208,"Found",2000,18.86492,54.64965
6849,"H5/6",170,"Found",2000,18.81953,54.6138
6850,"H5/6",248,"Found",2000,18.85485,54.64018
6851,"H4/5",296,"Found",2000,18.79307,54.62728
6852,"H5/6",267,"Found",2000,18.71705,54.702
6853,"L5",121,"Found",2000,18.92632,54.7017
6854,"H5",2984,"Found",1999,19.33517,54.79183
6855,"H5",76,"Found",2000,18.89137,54.62413
6856,"L4/5",38,"Found",2000,18.90902,54.61618
6857,"L6",41,"Found",2000,18.92287,54.62867
6858,"H4/5",44.5,"Found",2000,18.93638,54.72413
6859,"H3-6",65,"Found",2000,18.93075,54.672
6860,"H4/5",114,"Found",2000,18.97162,54.69287
6861,"LL6",54,"Found",2000,18.74713,54.75247
6862,"L6",28,"Found",2000,18.81522,54.63337
6863,"H4/5",41,"Found",2000,18.85703,54.64465
6864,"L5/6",149,"Found",2000,18.85235,54.6488
6865,"H6",725,"Found",2000,19.173,54.75783
6866,"H5",195,"Found",2000,19.00248,54.53837
6867,"L6",66,"Found",2000,18.85472,54.64745
6868,"L6",43,"Found",2000,18.83792,54.67033
6869,"H6",38,"Found",2000,18.85372,54.75245
6870,"L6",105,"Found",2000,18.86328,54.67993
6871,"H5",753,"Found",2000,18.87373,54.58605
6872,"H5/6",305,"Found",2000,18.85002,54.62212
6873,"H4-6",96,"Found",2000,18.90415,54.70378
6874,"L4/5",52,"Found",2000,18.96287,54.75133
6875,"LL5",182,"Found",2000,18.95067,54.752
6876,"L6",50,"Found",2000,19.26183,54.74083
6877,"H6",308,"Found",2000,19.00867,54.76962
6878,"L6",4180,"Found",2000,18.85395,54.64743
6879,"LL6",680.5,"Found",2000,18.85807,54.6433
6881,"H5",1150,"Found",2001,18.73953,54.19547
6882,"L6",76.5,"Found",2001,18.75495,54.19122
6883,"H3-5",243,"Found",2001,18.73805,54.19367
6884,"L5/6",118.9,"Found",2001,18.73048,54.18233
6885,"H5/6",72.2,"Found",2001,18.74547,54.1939
6886,"H4/5",2132,"Found",2001,18.74372,54.20047
6887,"L4/5",913,"Found",2000,18.874,54.26817
6888,"H3",127.2,"Found",2001,18.74065,54.1997
6889,"L5",833,"Found",2001,18.74498,54.198
6890,"H4/5",2493.5,"Found",2001,18.74215,54.1942
6891,"L6",257.8,"Found",2001,18.73882,54.19487
6892,"Lunar (anorth)",90,"Found",2003,18.7221,54.46077
6893,"Lunar (anorth)",197,"Found",2003,19.3281,54.77718
33790,"L6",4.7,"Found",2004,19.33057,54.79238
33791,"L~5",3.4,"Found",2004,19.33265,54.79373
33792,"L~6",470,"Found",2004,18.15363,54.10562
6894,"L6",2209,"Found",2000,18.7385,54.47817
6895,"H6",1287,"Found",2000,18.43683,54.45483
33807,"H4",316,"Found",2004,19.091944,54.805556
6896,"L5",114,"Found",2000,18.1575,54.09333
30503,"H3",702,"Found",2004,18.14217,54.09683
6897,"L6",201,"Found",2000,18.178,54.10467
33830,"LL6",173,"Found",2005,19.200667,54.908417
33831,"Ureilite",186,"Found",2005,19.194833,54.918417
6898,"L6",356,"Found",2000,18.1915,54.1125
33833,"H4",3420,"Found",2005,19.223306,54.935778
33834,"LL4",661,"Found",2005,19.229083,54.923111
33839,"H5",356,"Found",2005,19.274778,54.672972
33842,"LL6",445,"Found",2005,19.191694,54.639389
6899,"L6",184,"Found",2000,18.37933,54.2275
33847,"LL5",328,"Found",2005,19.191222,54.671556
33851,"L4",426,"Found",2005,19.190417,54.957194
6900,"H4",487,"Found",2000,18.60833,54.55167
33857,"LL6",952,"Found",2005,18.741611,54.26175
33859,"H4",108,"Found",2005,18.751639,54.352361
6901,"L5",403,"Found",2000,18.7435,54.5795
33871,"L4",60.8,"Found",2005,19.226417,54.96725
6902,"H5",385,"Found",2000,18.70117,54.19683
33873,"Ureilite",501,"Found",2005,19.218111,54.917417
33879,"LL4",849,"Found",2005,18.741611,54.26175
33881,"LL4",732,"Found",2005,18.86975,54.840111
6903,"H6",598,"Found",2000,18.7385,54.26783
33883,"Lunar",115.2,"Found",2005,18.91444,54.345
33884,"H5",1812,"Found",2005,18.745694,54.267167
6904,"L5",586,"Found",2000,18.87633,54.476
30504,"H4",35,"Found",2002,19.13667,54.56333
30505,"L5",174,"Found",2003,19.34,54.74667
30507,"H6",14,"Found",2004,18.85817,54.59933
30508,"H4",124,"Found",2004,19.01677,54.36637
30509,"H5",650,"Found",2004,19.0315,54.3735
30510,"L6",422,"Found",2004,18.96077,54.37707
30511,"L6",24,"Found",2004,18.92433,54.364
6905,"H4",240,"Found",2000,18.97817,54.61667
6906,"L6",220,"Found",2000,18.98267,54.62183
6907,"L6",1556,"Found",2000,18.9855,54.62467
30512,"H5",58,"Found",2003,18.23083,54.09
31358,"Acapulcoite",93,"Found",2003,18.20417,54.05667
30513,"R3",81.4,"Found",2004,18.76075,54.47285
30514,"Lunar (anorth)",4.57,"Found",2003,19.32675,54.77512
33918,"L5",1040,"Found",2005,18.688528,54.326528
6908,"H6",1159,"Found",2000,19.0145,54.60433
33924,"H4",1088,"Found",2005,18.895667,54.343556
6909,"H6",63,"Found",2000,19.05933,54.546
33935,"LL4",2510,"Found",2005,18.875861,54.472611
6910,"Acapulcoite",2697,"Found",2000,18.98667,54.6005
33942,"L3.8",142,"Found",2005,18.534528,54.167889
33943,"LL6",1905,"Found",2005,18.56925,54.195389
6911,"LL6",132,"Found",2000,19.14367,54.83783
33953,"LL6",445.6,"Found",2005,18.733472,54.515083
33961,"Diogenite-pm",42,"Found",2005,18.731389,54.509167
6912,"H4",1349,"Found",2000,19.29133,54.8345
33964,"LL4",1883,"Found",2005,18.682806,54.285778
30515,"L7",4999,"Found",2003,18.82852,54.63957
34021,"CM2",10,"Found",2005,19.18067,54.41883
34497,"H6",117,"Found",2005,19.32681,54.76439
34498,"L6",1588,"Found",2005,18.25117,54.19822
6913,"H6",30,"Found",2000,19.285,54.71067
34499,"H6",4473,"Found",2005,18.27717,54.25547
34500,"L6",140,"Found",2005,18.21947,54.30514
34501,"L5",582,"Found",2005,18.552,54.00217
34502,"L5",502,"Found",2005,18.55392,54.01958
34503,"L5/6",558,"Found",2005,18.532,54.03436
34494,"Ureilite",406,"Found",2002,19.3025,54.555
34495,"Eucrite-pmict",898,"Found",2005,18.42632,54.42865
34504,"H5",43600,"Found",2004,18.27833,54.285
34505,"L4",37000,"Found",2004,18.63333,54.42167
6914,"L6",1240,"Found",2000,19.29583,54.73183
34506,"LL4",1211.3,"Found",2004,18.57,54.42333
34507,"H3.9",66,"Found",2001,18.31667,54.14667
34508,"H3.9",26,"Found",2001,18.85167,54.66167
34509,"H3.9",69,"Found",2001,18.84667,54.665
34510,"L/LL5",86,"Found",2003,19.39833,54.53
34511,"L/LL6",30,"Found",2003,19.125,54.71833
34512,"L5",48,"Found",2002,18.16667,54.08333
34513,"H5",184,"Found",2001,19.14,54.77
34514,"H5",52,"Found",2002,19.11667,54.785
34515,"H6",20,"Found",2002,19.13667,54.785
6915,"L5",206,"Found",2000,19.1795,54.88733
34516,"H6",42,"Found",2002,19.13833,54.65833
34518,"Howardite",23.9,"Found",2005,18.91947,54.36237
34519,"Ureilite",404,"Found",2002,19.3025,54.555
34520,"H5",85,"Found",2005,18.6672,54.3662
34521,"H5",34,"Found",2005,18.79508,54.15128
34522,"L4",104,"Found",2004,18.34495,54.25875
34523,"H4",90,"Found",2005,19.32865,54.53763
34524,"H5",192,"Found",2004,18.72992,54.37463
34525,"H4",204,"Found",2004,19.29105,54.5635
6916,"H5/6",9680,"Found",2000,19.136,54.82267
34526,"L5",76,"Found",2002,19.39333,54.595
34527,"H5",66,"Found",2005,19.315,54.53
34528,"L/LL4",86,"Found",2002,19.105,54.84333
34529,"H6",154,"Found",2004,18.81833,54.455
34530,"H5",104,"Found",2004,19.29667,54.56833
34531,"L/LL5",12,"Found",2001,19.15167,54.775
34532,"L/LL6",30,"Found",2003,19.045,54.39333
34533,"L6",12,"Found",2001,18.42,54.10333
6917,"Ureilite",5010,"Found",2000,19.15,54.58067
6918,"L4",224,"Found",2000,19.072,54.65267
6919,"H6",868,"Found",2000,19.049,54.583
6920,"H4",1495,"Found",2000,18.33233,54.2615
6921,"L6",324,"Found",2000,18.70117,54.29083
6922,"L6",236,"Found",2000,19.30133,54.82367
6923,"L6",5640,"Found",2000,18.31133,54.36933
6924,"L6",1815,"Found",2000,18.33767,54.45217
6925,"L5",3170,"Found",2000,18.33583,54.512
35490,"L6",315.5,"Found",2003,19.195,54.59593
35491,"LL~6",42.03,"Found",2001,19.19135,54.65545
44711,"L~6",8.94,"Found",2001,19.0823,54.77837
35492,"L~5",93.05,"Found",2001,19.14362,54.8831
35493,"L~6",67.48,"Found",2001,19.20305,54.78495
35494,"L~6",11.53,"Found",2001,19.07152,54.77338
35495,"L~6",42.46,"Found",2001,19.15545,54.71392
44712,"L~6",27.64,"Found",2001,19.06712,54.77877
35496,"L~5",81.93,"Found",2001,19.1422,54.88057
35497,"L~5",128.96,"Found",2001,19.14145,54.8788
6926,"LL4",160,"Found",2000,18.3575,54.3535
35498,"L~6",30.45,"Found",2001,19.15895,54.70497
35499,"L~5",12.09,"Found",2001,19.07285,54.77768
35500,"L~6",38.13,"Found",2001,19.11375,54.82245
35501,"L~6",40.2,"Found",2001,19.14068,54.67448
35502,"L~6",45.59,"Found",2001,19.19477,54.65712
35503,"L~5",61.4,"Found",2001,19.18973,54.6518
35504,"L~6",49.74,"Found",2001,19.1112,54.61523
35505,"L~5",5.52,"Found",2001,19.10735,54.61293
35506,"L~6",78.44,"Found",2001,19.13882,54.87985
35507,"L~6",47.14,"Found",2001,19.1382,54.67448
6927,"L4",1835,"Found",2000,18.38233,54.23617
35508,"L~5",81.81,"Found",2001,19.15535,54.71392
35509,"H~5",110.8,"Found",2001,19.15725,54.71652
35510,"H~5",35.22,"Found",2001,19.19607,54.88028
35511,"L~6",53.58,"Found",2001,19.19707,54.6703
35512,"H~6",53.39,"Found",2001,19.19335,54.66395
35513,"H~6",106.63,"Found",2001,19.20077,54.78503
35514,"H~5",42850,"Found",2001,19.173,54.70407
35515,"Ureilite",12.92,"Found",2001,19.11285,54.81877
35415,"Lunar",213,"Found",2006,18.89067,54.33933
45833,"Eucrite-mmict",89,"Found",2006,18.53778,54.18778
6928,"H5",1785,"Found",2000,18.412,54.16783
45834,"CK3",134,"Found",2006,18.56944,54.24
45835,"LL6",189,"Found",2006,18.58833,54.21806
45836,"CR2",76,"Found",2006,19.28583,54.7375
45837,"H5",44790,"Found",2006,18.43333,54.1
48539,"CM-an",42,"Found",2007,18.35675,54.02592
51593,"H5",11.7,"Found",2007,18.24862,54.00363
45838,"Lunar",24.2,"Found",2004,18.42333,54.42333
48540,"H5",324,"Found",2003,18.92667,54.56667
48541,"L6",54,"Found",2003,19.16667,54.67333
47354,"Eucrite-mmict",5132,"Found",2003,18.58333,54.455
6929,"H5",630,"Found",2000,18.41533,54.18233
48542,"Eucrite-pmict",30,"Found",2003,18.33833,54.205
48543,"Achondrite-ung",267.8,"Found",2003,18.436,54.48383
48544,"Lunar",106.5,"Found",2005,19.29167,54.57333
48545,"Lunar",36.7,"Found",2001,18.41667,54.425
51594,"LL5",442,"Found",2003,19.43697,54.70665
51595,"H5",198.9,"Found",2003,19.4514,54.6524
51596,"H~4",49.4,"Found",2002,18.61667,54.18333
51597,"L~6",3110,"Found",2002,19.35,54.8
51710,"L/LL~6",1959,"Found",2002,19.23,54.88
6930,"H5",666,"Found",2000,18.404,54.2415
51598,"LL~6",5.4,"Found",2008,19.26397,54.72362
51599,"H~5",570,"Found",2008,19.21303,54.62077
51600,"L~6",163,"Found",2008,19.01602,54.36783
51711,"L/LL~5",402.4,"Found",2008,18.99865,54.39382
51601,"LL5",488.9,"Found",2008,18.97655,54.40382
51602,"H~5",90.2,"Found",2008,18.98797,54.41825
51603,"H~5",11.4,"Found",2008,18.99842,54.41623
51604,"L~5",428,"Found",2008,18.99225,54.41775
51605,"H5",50.4,"Found",2008,19.01882,54.37352
6931,"L6",8795,"Found",2000,18.34367,54.41567
51606,"L~6",40.5,"Found",2008,19.0182,54.3723
53785,"L~6",44.7,"Found",2008,19.01935,54.36903
55271,"L~4",400.8,"Found",2008,18.34955,54.25013
51712,"L/LL~4",23.6,"Found",2008,18.45278,54.16155
